created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,PM2.5_ATM_ug/m3
2020-01-03 12:00:00 UTC,52.75,72.5,76.86,24573,-93.33,50.54
2020-01-03 13:00:00 UTC,65.33,89.61,95.02,24633,-93.7,59.43
2020-01-03 14:00:00 UTC,56.9,79.1,84.13,24693,-92.5,54.49
2020-01-03 15:00:00 UTC,54.19,76.13,81.45,24753,-92.63,52.11
2020-01-03 16:00:00 UTC,72.76,102.56,109.24,24812.69,-93.72,68.11
2020-01-03 17:00:00 UTC,74.03,103.2,109.26,24872.1,-93.45,68.13
2020-01-03 18:00:00 UTC,87.95,122.85,130.46,24933.79,-93.38,81.18
2020-01-03 19:00:00 UTC,109.85,155.55,166.17,24993,-93.03,102.98
2020-01-03 20:00:00 UTC,138.02,201.7,217.51,25053.07,-93.2,133.75
2020-01-03 21:00:00 UTC,141.69,206.76,222.84,25113,-92.43,137.12
2020-01-03 22:00:00 UTC,166.07,238.09,255.12,25173,-93.57,158
2020-01-03 23:00:00 UTC,236.74,372.87,407.54,25233,-92.83,247.88
2020-01-04 00:00:00 UTC,293.84,548.66,618.28,25293,-93.4,365.06
2020-01-04 01:00:00 UTC,249,426.18,473.66,25353,-93.2,283.28
2020-01-04 02:00:00 UTC,135.92,202.19,217.17,25413,-93.1,133.92
2020-01-04 03:00:00 UTC,113.81,159.23,168.46,25473,-92.93,105.25
2020-01-04 04:00:00 UTC,131.75,184.64,196.48,25532,-91.83,122.24
2020-01-04 05:00:00 UTC,144.9,198.64,211.53,25592,-92.81,131.54
2020-01-04 06:00:00 UTC,129.62,176.37,187.7,25653,-92.17,116.71
2020-01-04 07:00:00 UTC,178.69,278.73,305.81,25713,-92.3,184.99
2020-01-04 08:00:00 UTC,175.63,270.83,296.01,25773,-92.77,179.79
2020-01-04 09:00:00 UTC,107.89,157.17,170.04,25833,-92.17,104.01
2020-01-04 10:00:00 UTC,61.03,87.73,96.06,25893,-92.43,58.2
2020-01-04 11:00:00 UTC,56.25,82.53,90.78,25953,-92.77,55.46
2020-01-04 12:00:00 UTC,61.33,88.25,96.05,26013,-92.4,58.62
2020-01-04 13:00:00 UTC,76.01,108.94,117.5,26073,-91.73,71.92
2020-01-04 14:00:00 UTC,55.16,84.23,93.37,26133,-91.87,57.19
2020-01-04 15:00:00 UTC,47.04,75.78,86.21,26193,-91.87,51.88
2020-01-04 16:00:00 UTC,49.17,80.45,92.14,26253,-91.63,54.43
2020-01-04 17:00:00 UTC,48.56,78.76,90.17,26313,-92.17,53.52
2020-01-04 18:00:00 UTC,130.02,201.67,223.34,26373,-92.43,133.73
2020-01-04 19:00:00 UTC,86.14,133.47,148.36,26433,-93.67,88.22
2020-01-04 20:00:00 UTC,89.45,135.27,150.26,26493,-93.7,89.46
2020-01-04 21:00:00 UTC,100.86,152.56,169.59,26553,-92.87,100.99
2020-01-04 22:00:00 UTC,113.98,174.67,194.59,26613,-93.03,115.73
2020-01-04 23:00:00 UTC,106.74,163.23,181.79,26673,-92.9,108.08
2020-01-05 00:00:00 UTC,79.87,126.7,142.76,26733,-92.77,83.75
2020-01-05 01:00:00 UTC,74.97,119.33,134.44,26793,-91.53,78.82
2020-01-05 02:00:00 UTC,55.15,89.07,100.94,26853,-92.2,58.95
2020-01-05 03:00:00 UTC,74.46,119.28,133.84,26913,-91.8,78.76
2020-01-05 04:00:00 UTC,65.65,103.25,115.41,26973,-91.77,68.06
2020-01-05 05:00:00 UTC,88.18,130.23,142.78,27033,-91.7,85.99
2020-01-05 06:00:00 UTC,127.71,178.83,193.09,27093,-91.73,118.37
2020-01-05 07:00:00 UTC,176.39,254.17,276.5,27153,-92.43,168.63
2020-01-05 08:00:00 UTC,129.45,191.12,209.05,27213,-92.4,126.65
2020-01-05 09:00:00 UTC,124.28,183.33,200.77,27273,-92.17,121.47
2020-01-05 10:00:00 UTC,86.85,133.17,148.96,27333,-92.6,88.02
2020-01-05 11:00:00 UTC,67.94,106.89,121.04,27393,-91.9,70.52
2020-01-05 12:00:00 UTC,68.83,107.21,121.63,27453,-92.53,70.72
2020-01-05 13:00:00 UTC,51.32,83.61,95.6,27513,-92.8,57
2020-01-05 14:00:00 UTC,41.01,69.39,80.48,27573,-92.13,49.3
2020-01-05 15:00:00 UTC,44.48,72.89,83.83,27633,-92.17,51.56
2020-01-05 16:00:00 UTC,42.27,70.19,81.02,27693,-91.53,49.96
2020-01-05 17:00:00 UTC,49.26,79.86,91.35,27753,-91.87,54.01
2020-01-05 18:00:00 UTC,55.21,90.55,104.11,27813,-93.07,59.86
2020-01-05 19:00:00 UTC,66.84,106.9,121.74,27873,-91.67,70.56
2020-01-05 20:00:00 UTC,85.77,133.26,150.87,27933,-92.23,88.09
2020-01-05 21:00:00 UTC,83.96,134.04,152.94,27993,-92.43,88.61
2020-01-05 22:00:00 UTC,92.62,141.9,159.16,28053,-92.73,93.87
2020-01-05 23:00:00 UTC,82.61,129.27,145.57,28113,-92.17,85.44
2020-01-06 00:00:00 UTC,72.28,115.29,131.05,28173,-91.87,76.09
2020-01-06 01:00:00 UTC,78.16,123.77,139.74,28233,-92.03,81.79
2020-01-06 02:00:00 UTC,70.3,111.52,126.48,28293,-92.57,73.64
2020-01-06 03:00:00 UTC,76.62,121.61,137.42,28353,-91.6,80.37
2020-01-06 04:00:00 UTC,74.93,119.69,135.56,28413,-91.97,79.08
2020-01-06 05:00:00 UTC,88.33,137.28,153.89,28473,-91.7,90.79
2020-01-06 06:00:00 UTC,101.83,156.49,174.52,28533.03,-90.7,103.59
2020-01-06 07:00:00 UTC,120.64,184.49,204.86,28593,-91.8,122.24
2020-01-06 08:00:00 UTC,105.81,165.54,186.03,28653,-91.37,109.69
2020-01-06 09:00:00 UTC,58.69,95.84,109.69,28713,-91.13,63.21
2020-01-06 10:00:00 UTC,71.42,114.1,129.44,28773,-91.17,75.27
2020-01-06 11:00:00 UTC,77.05,120.33,135.76,28833,-91.53,79.42
2020-01-06 12:00:00 UTC,65.23,103.79,118.03,28893,-91.53,68.44
2020-01-06 13:00:00 UTC,73.37,114.08,127.96,7243.29,-92.07,75.27
2020-01-06 14:00:00 UTC,75.51,117.49,132.61,63,-92.13,77.59
2020-01-06 15:00:00 UTC,72.81,113.51,127.82,123,-92,74.92
2020-01-06 16:00:00 UTC,69.21,107.82,121.56,183,-92.7,71.12
2020-01-06 17:00:00 UTC,69.52,109.23,123.73,243,-92.4,72.08
2020-01-06 18:00:00 UTC,65.8,106.02,120.78,303.93,-92.76,69.95
2020-01-06 19:00:00 UTC,61.93,101.72,116.55,363,-92.8,67.04
2020-01-06 20:00:00 UTC,59.72,98.76,113.54,423,-91.27,65.09
2020-01-06 21:00:00 UTC,70.11,111.72,126.45,483,-91.7,73.73
2020-01-06 22:00:00 UTC,101.11,159.62,178.68,543,-92.37,105.65
2020-01-06 23:00:00 UTC,99.71,156.7,175.78,603,-91.47,103.72
2020-01-07 00:00:00 UTC,108.56,169.4,188.97,663,-91,112.16
2020-01-07 01:00:00 UTC,94.26,148.61,166.25,723,-91.17,98.34
2020-01-07 02:00:00 UTC,87.38,139.73,156.81,783,-91.3,92.39
2020-01-07 03:00:00 UTC,72.95,117.81,133.15,843,-91.43,77.77
2020-01-07 04:00:00 UTC,91.37,143.08,159.27,903,-90.9,94.63
2020-01-07 05:00:00 UTC,96.41,148.5,165.19,963,-91.63,98.26
2020-01-07 06:00:00 UTC,108.5,165.5,183.58,1023,-91.83,109.58
2020-01-07 07:00:00 UTC,116.81,179.67,198.99,1083,-91.53,119.02
2020-01-07 08:00:00 UTC,108.27,169.79,188.65,1142.76,-92,112.44
2020-01-07 09:00:00 UTC,104.36,163.18,181.38,1203,-92.1,108.02
2020-01-07 10:00:00 UTC,101.89,153.56,169.44,1263,-93.1,101.61
2020-01-07 11:00:00 UTC,88.13,134.12,147.9,1323,-92.73,88.65
2020-01-07 12:00:00 UTC,91.18,137.67,151.6,1383,-93.13,91.02
2020-01-07 13:00:00 UTC,80.87,121.76,134.5,1443,-92.93,80.42
2020-01-07 14:00:00 UTC,64.33,97.37,108.33,1503,-93.6,64.18
2020-01-07 15:00:00 UTC,66.02,101.1,112.47,1563,-93.23,66.66
2020-01-07 16:00:00 UTC,67.76,104.12,115.88,1623,-92.73,68.65
2020-01-07 17:00:00 UTC,71.58,109.64,121.33,1683,-92.43,72.34
2020-01-07 18:00:00 UTC,76.24,116.74,128.89,1743,-92.7,77.07
2020-01-07 19:00:00 UTC,83.05,127.06,140.15,1803,-92.73,83.93
2020-01-07 20:00:00 UTC,81.44,125.6,138.61,1863,-92.27,82.95
2020-01-07 21:00:00 UTC,75.23,119.88,133.74,1923,-93.97,79.17
2020-01-07 22:00:00 UTC,91.36,145.33,160.72,1983,-92.9,96.13
2020-01-07 23:00:00 UTC,94.4,147.69,163.15,2043,-92.7,97.69
2020-01-08 00:00:00 UTC,101.06,159.23,176.37,2103,-93.07,105.4
2020-01-08 01:00:00 UTC,93.15,146.79,162,2163,-93.07,97.12
2020-01-08 02:00:00 UTC,81.29,128.48,142.08,2223,-92.8,84.92
2020-01-08 03:00:00 UTC,77.14,122.03,135.12,2283,-93.03,80.62
2020-01-08 04:00:00 UTC,86.75,134,147,2343,-92.43,88.57
2020-01-08 05:00:00 UTC,89.58,138.88,152.43,2403,-93.4,91.82
2020-01-08 06:00:00 UTC,101.97,159.63,175.38,2463,-93.13,105.66
2020-01-08 07:00:00 UTC,93.97,144.97,159.39,2523,-91.93,95.89
2020-01-08 08:00:00 UTC,90.61,140.66,155.34,2583,-91.97,93.02
2020-01-08 09:00:00 UTC,81,125.58,137.99,2643,-91.33,82.97
2020-01-08 10:00:00 UTC,78.26,119.78,131.79,2703,-92.63,79.09
2020-01-08 11:00:00 UTC,75.5,116.13,127.8,2763,-91.93,76.65
2020-01-08 12:00:00 UTC,71.44,108.82,119.96,2823,-92.2,71.83
2020-01-08 13:00:00 UTC,57.69,88.58,98.55,2883,-91.83,58.42
2020-01-08 14:00:00 UTC,58.01,89.92,99.27,2943,-91.63,59.3
2020-01-08 15:00:00 UTC,56.65,88.84,98.96,3003,-92.77,58.66
2020-01-08 16:00:00 UTC,60.97,94.64,104.37,3063,-91.2,62.34
2020-01-08 17:00:00 UTC,63.85,98.58,108.59,3123,-91.87,64.98
2020-01-08 18:00:00 UTC,62.97,97.81,107.67,3183,-91.9,64.46
2020-01-08 19:00:00 UTC,70.31,109.61,120.89,3243.38,-92.03,72.33
2020-01-08 20:00:00 UTC,97.12,152.07,167.19,3303,-91.37,100.66
2020-01-08 21:00:00 UTC,63.27,99.61,109.83,3363,-91.3,65.68
2020-01-08 22:00:00 UTC,71.26,111.8,122.59,3423,-91.4,73.79
2020-01-08 23:00:00 UTC,78.58,121.24,132.54,3483,-90.6,80.1
2020-01-09 00:00:00 UTC,82.8,131.37,144.92,3543,-90.87,86.83
2020-01-09 01:00:00 UTC,68.4,108.84,120.08,3603,-90.7,71.83
2020-01-09 02:00:00 UTC,64.21,101.8,112.44,3663,-90.6,67.13
2020-01-09 03:00:00 UTC,66.5,105.09,115.86,3723,-90.73,69.32
2020-01-09 04:00:00 UTC,68.42,104.46,114.62,3783,-90.6,68.88
2020-01-09 05:00:00 UTC,84.81,126.33,137.32,3843,-91.8,83.47
2020-01-09 06:00:00 UTC,93.91,142.09,154.81,3903,-90.7,93.98
2020-01-09 07:00:00 UTC,103.46,156.24,170.13,3963,-91.2,103.4
2020-01-09 08:00:00 UTC,89.17,137.37,151.05,4023,-92.27,90.81
2020-01-09 09:00:00 UTC,81.83,125.22,137.44,4083,-92.1,82.71
2020-01-09 10:00:00 UTC,77.31,116.83,127.84,4143,-92.37,77.12
2020-01-09 11:00:00 UTC,69.46,104.53,114.34,4203,-93.03,68.94
2020-01-09 12:00:00 UTC,73.47,109.56,119.46,4263,-92.13,72.29
2020-01-09 13:00:00 UTC,61.64,92.33,101.11,4323,-91.53,60.86
2020-01-09 14:00:00 UTC,57.45,86.69,95.01,4383,-92.53,57.4
2020-01-09 15:00:00 UTC,59.29,88.88,98.01,4443,-91.97,58.88
2020-01-09 16:00:00 UTC,57.32,86.72,95.16,4503,-91.6,57.54
2020-01-09 17:00:00 UTC,56.56,86.67,96.17,4563,-91.03,57.25
2020-01-09 18:00:00 UTC,69.96,108.65,120.12,4623,-91.57,71.66
2020-01-09 19:00:00 UTC,64.94,98.6,108.3,4683,-91.93,64.98
2020-01-09 20:00:00 UTC,68.04,103.4,113.11,4743,-92.07,68.29
2020-01-09 21:00:00 UTC,61.04,94,102.67,4803,-92.33,62.03
2020-01-09 22:00:00 UTC,55.72,87.19,96.27,4863,-92.8,57.85
2020-01-09 23:00:00 UTC,48.41,76.4,84.59,4923.03,-92.33,52.24
2020-01-10 00:00:00 UTC,43.6,70.53,78.64,4983,-92.5,49.65
2020-01-10 01:00:00 UTC,42.38,67.97,75.62,5043,-91.97,48.75
2020-01-10 02:00:00 UTC,47.01,76.22,84.77,5103,-92.8,52.01
2020-01-10 03:00:00 UTC,41.79,67.11,74.51,5163,-92.03,48.35
2020-01-10 04:00:00 UTC,55.41,86.69,95.4,5223,-93.07,57.71
2020-01-10 05:00:00 UTC,71.62,108.56,118.44,5283,-93.37,71.63
2020-01-10 06:00:00 UTC,70.14,106.91,116.43,5343,-92.17,70.55
2020-01-10 07:00:00 UTC,65.27,101.75,111.27,5401.29,-91.32,67.09
2020-01-10 08:00:00 UTC,50.52,79.36,86.89,5473.15,-91.05,53.09
2020-01-10 09:00:00 UTC,41.38,66.04,73.23,5524,-91.83,47.93
2020-01-10 10:00:00 UTC,39.34,63.21,70.26,5584,-91.93,46.74
2020-01-10 11:00:00 UTC,42.81,67.49,74.81,5252.17,-92.38,48.66
2020-01-10 12:00:00 UTC,45.38,70.77,78.32,31,-91.93,50
2020-01-10 13:00:00 UTC,46.27,71.82,79.32,20.34,-91.38,50.23
2020-01-10 14:00:00 UTC,52.61,80.34,88.77,49,-91.37,54.37
2020-01-10 15:00:00 UTC,46.93,72.34,80,83.8,-91.97,50.69
2020-01-10 16:00:00 UTC,43.57,68.08,75.27,43.03,-92.03,48.92
2020-01-10 17:00:00 UTC,42.34,66.17,73.31,103,-92.07,48.03
2020-01-10 18:00:00 UTC,45.51,68.27,75.02,163,-91.3,49.03
2020-01-10 19:00:00 UTC,42.82,65.96,72.43,223,-92.37,48.02
2020-01-10 20:00:00 UTC,39.81,61.96,68.31,283,-90.63,46.59
2020-01-10 21:00:00 UTC,46.23,71.93,79.18,343,-91.1,50.78
2020-01-10 22:00:00 UTC,42.93,66.8,73.23,403,-91.6,48.72
2020-01-10 23:00:00 UTC,42.13,66.51,73.41,463,-91.27,48.14
2020-01-11 00:00:00 UTC,38.14,61.98,68.56,523,-91.73,46.15
2020-01-11 01:00:00 UTC,39.96,63.37,69.75,583,-91.9,46.91
2020-01-11 02:00:00 UTC,31.12,50.23,55.41,643,-91.67,41.16
2020-01-11 03:00:00 UTC,36.62,58.14,64.22,42.32,-91.48,44.66
2020-01-11 04:00:00 UTC,40.88,64.01,70.1,8.62,-94.38,47.09
2020-01-11 05:00:00 UTC,52.01,77.33,83.89,43,-93.67,52.86
2020-01-11 06:00:00 UTC,80.3,120.32,129.03,103,-93.8,79.84
2020-01-11 07:00:00 UTC,54.97,83.66,90.75,163,-93.23,55.65
2020-01-11 08:00:00 UTC,52.95,80.54,87.52,223,-93.27,54
2020-01-11 09:00:00 UTC,46.66,69.26,75.01,283,-94.03,49.64
2020-01-11 10:00:00 UTC,44.03,65.15,70.38,343,-94.5,47.75
2020-01-11 11:00:00 UTC,40.11,59.76,64.54,402,-93.45,45.28
2020-01-11 12:00:00 UTC,35.35,52.63,56.95,462,-93.55,42.28
2020-01-11 13:00:00 UTC,36.02,52.94,57.21,523,-93.5,42.34
2020-01-11 14:00:00 UTC,31.88,47.3,51.06,583,-93.63,39.51
2020-01-11 15:00:00 UTC,38.14,54.64,58.48,642.44,-93.41,43.42
2020-01-11 16:00:00 UTC,32.62,47.35,50.65,703,-93.53,39.4
2020-01-11 17:00:00 UTC,31.56,44.85,47.67,763,-93.33,38.06
2020-01-11 18:00:00 UTC,32.93,46.59,49.28,823.03,-93.31,38.9
2020-01-11 19:00:00 UTC,29.1,40.59,42.83,883,-92.83,35.45
2020-01-11 20:00:00 UTC,32.94,46.56,49.13,941.43,-94.89,38.96
2020-01-11 21:00:00 UTC,25.31,36.96,39.37,1003.79,-94.41,33.82
2020-01-11 22:00:00 UTC,34.77,52.23,55.73,1063.03,-93.79,41.82
2020-01-11 23:00:00 UTC,37.36,56.83,60.59,1123,-94.67,44.17
2020-01-12 00:00:00 UTC,44.42,65.46,69.22,1183,-94.9,47.65
2020-01-12 01:00:00 UTC,37.56,56.11,59.52,1242,-94.59,43.84
2020-01-12 02:00:00 UTC,39.03,58.39,62.25,1300.93,-94.93,44.81
2020-01-12 03:00:00 UTC,42.91,63.31,66.83,1362.03,-94.87,47.52
2020-01-12 04:00:00 UTC,27.52,40.81,43.38,1423.38,-94.79,36.17
2020-01-12 05:00:00 UTC,38.06,54.77,57.79,1482,-94.21,43.04
2020-01-12 06:00:00 UTC,52.12,73.44,77.26,1542,-94.39,52.17
2020-01-12 07:00:00 UTC,60.74,88.53,94.34,1603,-94.2,58.98
2020-01-12 08:00:00 UTC,45.55,67.69,71.88,1662,-94.76,48.71
2020-01-12 09:00:00 UTC,37.72,57.06,61.3,1721.57,-95,44.23
2020-01-12 10:00:00 UTC,31,46.78,50.01,1782,-94.72,39.41
2020-01-12 11:00:00 UTC,39.15,56.29,60.09,1841,-94.77,44.39
2020-01-12 12:00:00 UTC,42.08,59.84,63.56,1901,-94.77,45.73
2020-01-12 13:00:00 UTC,33.96,49.66,52.98,1961.62,-94.48,40.6
2020-01-12 14:00:00 UTC,30.96,44.19,46.98,2021,-94.1,37.73
2020-01-12 15:00:00 UTC,31.32,44.48,47.36,2081,-94.37,37.7
2020-01-12 16:00:00 UTC,34.24,47.7,50.65,2139.71,-94.58,39.66
2020-01-12 17:00:00 UTC,40.63,56.78,60.36,2201.79,-93.79,44.08
2020-01-12 18:00:00 UTC,32.65,45.44,48.12,2264.15,-94.12,38.37
2020-01-12 19:00:00 UTC,30.91,42.46,44.49,2318,-93.96,36.76
2020-01-12 20:00:00 UTC,27.58,38.3,40.36,2381.52,-94.72,34.43
2020-01-12 21:00:00 UTC,29.06,40.01,42.14,2436.79,-94.07,35.06
2020-01-12 22:00:00 UTC,30.71,43.3,45.65,2502.04,-94.59,37.14
2020-01-12 23:00:00 UTC,22.84,32.44,34.41,2561,-92.77,30.37
2020-01-13 00:00:00 UTC,24.4,35.93,38.12,2621,-93.17,32.66
2020-01-13 01:00:00 UTC,18.13,26.36,28.04,2681,-93.07,25.72
2020-01-13 02:00:00 UTC,21.5,31.75,33.7,2741,-93.87,30.58
2020-01-13 03:00:00 UTC,28.61,41.27,43.58,2801.03,-93.73,36.22
2020-01-13 04:00:00 UTC,45.16,67.07,70.88,2861,-94,48.38
2020-01-13 05:00:00 UTC,67.04,96.56,101.87,2920.55,-94.55,63.63
2020-01-13 06:00:00 UTC,67.91,98.6,104.15,2979.56,-93.7,64.99
2020-01-13 07:00:00 UTC,56.57,83.08,87.7,3040.48,-94.83,55.31
2020-01-13 08:00:00 UTC,48.14,71.5,75.96,3100.74,-94.22,49.92
2020-01-13 09:00:00 UTC,35.78,52.72,55.89,3162.33,-93.52,42.18
2020-01-13 10:00:00 UTC,30.08,43.41,45.98,3221.14,-93.14,37.39
2020-01-13 11:00:00 UTC,39.15,55.04,57.89,3281.09,-93.91,43.43
2020-01-13 12:00:00 UTC,36.08,50.34,53.26,3343.46,-94.43,41
2020-01-13 13:00:00 UTC,33.29,45.81,48.12,3402.46,-93.11,38.51
2020-01-13 14:00:00 UTC,29.68,40.79,43.03,3463.15,-93.85,35.86
2020-01-13 15:00:00 UTC,31.86,43.75,45.99,3522.03,-93.4,37.54
2020-01-13 16:00:00 UTC,34.44,47.8,50.4,3582.32,-93.68,39.6
2020-01-13 17:00:00 UTC,32.31,45.75,48.48,3631.12,-94.24,38.64
2020-01-13 18:00:00 UTC,41.82,59.89,63.64,387.9,-93.3,45.37
2020-01-13 19:00:00 UTC,28.81,40.71,43.03,73.6,-91.4,36.08
2020-01-13 20:00:00 UTC,33.3,46.57,48.78,28.94,-95.06,38.9
2020-01-13 21:00:00 UTC,25.64,36.49,38.76,76.04,-93.92,33.43
2020-01-13 22:00:00 UTC,23.03,32.89,34.64,140.04,-95,30.97
2020-01-13 23:00:00 UTC,20.56,29.55,31.19,199.03,-94.63,28.78
2020-01-14 00:00:00 UTC,20.73,30.29,31.97,259.03,-94.3,29.28
2020-01-14 01:00:00 UTC,18.11,26.66,28.22,319.03,-94.23,26.36
2020-01-14 02:00:00 UTC,19.88,29.37,31.22,379.69,-94.72,28.54
2020-01-14 03:00:00 UTC,34.39,50.41,53.3,439.5,-94.57,40.58
2020-01-14 04:00:00 UTC,40.03,58.39,61.55,499,-94.9,44.45
2020-01-14 05:00:00 UTC,58.26,83.91,88.3,559,-94.6,55.84
2020-01-14 06:00:00 UTC,63.95,91.55,96.15,616.81,-94.5,60.28
2020-01-14 07:00:00 UTC,63.59,91.22,95.91,678.85,-94.04,60.35
2020-01-14 08:00:00 UTC,49.15,70.54,74.27,738.62,-93.67,50.14
2020-01-14 09:00:00 UTC,49.81,72.58,76.55,798.81,-93.96,50.38
2020-01-14 10:00:00 UTC,54.88,79.76,84.17,861.85,-93.58,54.07
2020-01-14 11:00:00 UTC,55.23,80.33,84.99,920,-94.8,54.71
2020-01-14 12:00:00 UTC,33.73,47.47,50,980.43,-94.75,39.19
2020-01-14 13:00:00 UTC,29.65,41.35,43.66,1037.59,-94.05,36.23
2020-01-14 14:00:00 UTC,29.59,41.27,43.73,1101.65,-93.9,36.17
2020-01-14 15:00:00 UTC,32.71,44.94,47.2,1160.15,-93.58,38.06
2020-01-14 16:00:00 UTC,30.07,41.81,44.17,1215.93,-93.67,36.55
2020-01-14 17:00:00 UTC,29.7,41.62,43.71,1270.29,-93.82,36.41
2020-01-14 18:00:00 UTC,33.01,47.06,49.73,1338.3,-93.95,39.24
2020-01-14 19:00:00 UTC,35.35,50.13,52.67,1399,-93.88,40.76
2020-01-14 20:00:00 UTC,32.36,46.36,49.03,1461.71,-94.86,38.74
2020-01-14 21:00:00 UTC,65.03,93.57,98.8,1520.45,-94.72,61.88
2020-01-14 22:00:00 UTC,83.76,121.13,127.49,1578.54,-94.82,80.02
2020-01-14 23:00:00 UTC,67.43,99.17,104.46,1641,-93.2,65.37
2020-01-15 00:00:00 UTC,68.39,101.3,106.9,1701,-92.87,66.81
2020-01-15 01:00:00 UTC,62.49,91.76,96.51,1760.55,-93.76,60.63
2020-01-15 02:00:00 UTC,52.62,75.73,79.4,1821,-93.93,52.84
2020-01-15 03:00:00 UTC,43.17,62.49,65.46,1881,-93.97,46.49
2020-01-15 04:00:00 UTC,50.56,70.69,73.89,1941,-93.43,51.05
2020-01-15 05:00:00 UTC,76.85,108.92,114.4,2001,-93.27,71.88
2020-01-15 06:00:00 UTC,77.57,109.9,115.32,2061,-92.93,72.52
2020-01-15 07:00:00 UTC,69.61,101.46,107.21,2120.83,-92.9,66.92
2020-01-15 08:00:00 UTC,50.05,72.55,76.41,2176.5,-92.89,50.31
2020-01-15 09:00:00 UTC,38.82,56.05,59,2240.74,-93.63,43.81
2020-01-15 10:00:00 UTC,35.38,50.66,53.54,2300.83,-92.48,41.34
2020-01-15 11:00:00 UTC,45.42,62.99,66.23,2359.96,-93.11,46.63
2020-01-15 12:00:00 UTC,50.07,68.67,71.85,2420.03,-93.52,49.02
2020-01-15 13:00:00 UTC,38.81,54.2,57.07,2480.21,-93.5,42.97
2020-01-15 14:00:00 UTC,36.94,52.05,54.66,2539,-92.33,41.92
2020-01-15 15:00:00 UTC,36.17,50.21,52.7,2598.14,-91.1,40.98
2020-01-15 16:00:00 UTC,37.93,52.57,55.16,2659,-91.47,42.16
2020-01-15 17:00:00 UTC,38.17,54.02,56.56,2716.42,-93.08,42.83
2020-01-15 18:00:00 UTC,46.1,64.26,67.31,2779.07,-91.52,47.48
2020-01-15 19:00:00 UTC,49.97,70.91,74.48,2842.79,-92.75,50.21
2020-01-15 20:00:00 UTC,55.63,79.55,83.81,2899.76,-93.96,54.22
2020-01-15 21:00:00 UTC,40.05,57.74,60.8,2959.03,-92.8,44.5
2020-01-15 22:00:00 UTC,30.33,44.19,46.63,3020.41,-92.79,37.95
2020-01-15 23:00:00 UTC,41.16,59.39,62.84,3080.13,-93.5,45.24
2020-01-16 00:00:00 UTC,36,52.97,55.92,3140,-94.1,42.45
2020-01-16 01:00:00 UTC,39.48,59.7,63.14,14.67,-94.33,45.34
2020-01-16 02:00:00 UTC,41.39,62.23,65.84,23.1,-93.38,46.3
2020-01-16 03:00:00 UTC,33.28,49.41,52.2,30.43,-94,40.76
2020-01-16 04:00:00 UTC,38.01,56.01,59.05,47,-94.13,43.71
2020-01-16 05:00:00 UTC,36.86,54.79,57.74,107,-93.77,43.33
2020-01-16 06:00:00 UTC,40.45,60.2,63.29,167.85,-93.89,45.75
2020-01-16 07:00:00 UTC,39.63,59.25,62.56,133.05,-93.55,45.15
2020-01-16 08:00:00 UTC,37.56,55.74,58.79,46.47,-94.18,43.56
2020-01-16 09:00:00 UTC,34.23,49.35,51.98,116.08,-94.92,40.78
2020-01-16 10:00:00 UTC,39.8,55.41,58.04,171.31,-93.69,43.47
2020-01-16 11:00:00 UTC,44.35,61.03,63.85,234.58,-94.11,45.84
2020-01-16 12:00:00 UTC,49.76,68.15,71.16,291,-94.77,48.67
2020-01-16 13:00:00 UTC,58.18,79.08,82.84,351,-92.83,53.36
2020-01-16 14:00:00 UTC,45.81,62.71,65.41,411,-92.77,46.48
2020-01-16 15:00:00 UTC,44.41,60.69,63.4,471,-92.63,46.28
2020-01-16 16:00:00 UTC,42.75,59.07,62.05,530.14,-93.1,45.06
2020-01-16 17:00:00 UTC,45.38,63.1,66.14,589.44,-92.28,46.79
2020-01-16 18:00:00 UTC,50.94,70.41,73.73,649.76,-92.76,50.23
2020-01-16 19:00:00 UTC,46.69,65.16,68.36,711.86,-92.71,47.67
2020-01-16 20:00:00 UTC,39.9,56.02,58.72,769.96,-93.5,43.9
2020-01-16 21:00:00 UTC,37.17,53.03,55.93,831,-94.73,42.43
2020-01-16 22:00:00 UTC,35.81,51.83,54.77,891,-94.57,41.95
2020-01-16 23:00:00 UTC,32.59,47.56,50.26,951,-93.57,39.73
2020-01-17 00:00:00 UTC,32.12,47.04,49.85,1010.28,-93.76,39.46
2020-01-17 01:00:00 UTC,34.59,51.07,54.04,1071,-94.27,41.54
2020-01-17 02:00:00 UTC,37.63,55.89,59.04,1131,-93.57,43.74
2020-01-17 03:00:00 UTC,42.23,62.74,66.25,1191,-93.63,46.56
2020-01-17 04:00:00 UTC,48.63,69.89,73.5,1250.41,-93.9,49.81
2020-01-17 05:00:00 UTC,53.33,77.85,82.07,1311,-93.57,53.05
2020-01-17 06:00:00 UTC,50.22,74.83,78.66,1371,-94.6,51.24
2020-01-17 07:00:00 UTC,49.21,73.04,76.89,1420,-93.5,50.48
2020-01-17 08:00:00 UTC,43.74,64.58,67.77,35.4,-95,47.26
2020-01-17 09:00:00 UTC,48.71,71.01,74.79,96.43,-91.5,50.19
2020-01-17 10:00:00 UTC,36.74,52.89,55.61,155,-90.93,42.48
2020-01-17 11:00:00 UTC,40.54,57.34,60.27,215,-90.5,44.36
2020-01-17 12:00:00 UTC,42.63,59.35,62.23,101.07,-91.21,45.27
