created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,PM2.5_ATM_ug/m3
2020-03-15 21:00:00 UTC,19.32,24.93,25.78,201,-95.27,23.42
2020-03-15 22:00:00 UTC,22.24,30.35,31.57,261.43,-94.68,27.85
2020-03-15 23:00:00 UTC,19.08,25.73,26.72,321,-94.2,24.94
2020-03-16 00:00:00 UTC,31.99,43.84,45.58,379.57,-93.96,36.1
2020-03-16 01:00:00 UTC,22.66,31.3,32.59,442,-93.77,29.18
2020-03-16 02:00:00 UTC,14.99,20.49,21.32,501,-93.6,20.49
2020-03-16 03:00:00 UTC,17.83,24.22,25.14,561,-94.3,23.93
2020-03-16 04:00:00 UTC,20.45,27.08,28.01,621.68,-93.52,26.68
2020-03-16 05:00:00 UTC,30.87,39.48,40.43,680.41,-92.9,34.7
2020-03-16 06:00:00 UTC,38.85,51.9,53.58,740.11,-93.37,41.85
2020-03-16 07:00:00 UTC,28.83,39.13,40.47,798.15,-93.19,35.09
2020-03-16 08:00:00 UTC,26.9,36.02,37.29,860.17,-91.38,33.15
2020-03-16 09:00:00 UTC,32.1,41.61,43.11,918.78,-92.04,35.99
2020-03-16 10:00:00 UTC,22.6,29.77,31.21,978.58,-92.88,27.76
2020-03-16 11:00:00 UTC,24.81,32.78,34.38,1038.67,-93.81,30.33
2020-03-16 12:00:00 UTC,26.19,34.35,35.95,1100.38,-94.43,31.41
2020-03-16 13:00:00 UTC,27.86,37.48,39.34,1159.21,-94.41,33.75
2020-03-16 14:00:00 UTC,23.33,30.33,31.56,1221.63,-93.41,28.26
2020-03-16 15:00:00 UTC,23.65,31.13,32.49,1279.28,-93.66,28.99
2020-03-16 16:00:00 UTC,33.34,44.61,46.46,1340,-93.27,37.85
2020-03-16 17:00:00 UTC,34.96,47.21,49.16,1401.28,-93.24,39.17
2020-03-16 18:00:00 UTC,40.25,54.33,56.92,1461,-93.3,42.79
2020-03-16 19:00:00 UTC,37.19,52,54.49,1522.79,-92.82,41.31
2020-03-16 20:00:00 UTC,30.34,42.53,44.35,1581.45,-92.17,36.48
2020-03-16 21:00:00 UTC,29.42,41.28,43.15,1640,-91.93,34.45
2020-03-16 22:00:00 UTC,17.76,23.82,24.65,1701,-92.43,22.45
2020-03-16 23:00:00 UTC,11.6,16.06,16.89,1761,-93,15.99
2020-03-17 00:00:00 UTC,15.8,21.88,22.9,1821,-92.23,21.37
2020-03-17 01:00:00 UTC,12.34,17.18,17.89,1881,-92.57,17.11
2020-03-17 02:00:00 UTC,10.68,14.5,15.16,1941,-92.53,14.5
2020-03-17 03:00:00 UTC,19.68,26.57,27.48,2001,-91.83,25.04
2020-03-17 04:00:00 UTC,22.78,29.65,30.63,2061,-93.53,28.25
2020-03-17 05:00:00 UTC,20.19,27.12,28.11,2121,-91.03,26.42
2020-03-17 06:00:00 UTC,22.03,30.14,31.19,2181,-92.17,29.31
2020-03-17 07:00:00 UTC,25.2,34.61,35.96,2241,-93.87,32.37
2020-03-17 08:00:00 UTC,26.11,35.76,37.27,2299.8,-93.9,32.8
2020-03-17 09:00:00 UTC,20.37,27.31,28.57,2361.69,-94.76,26.57
2020-03-17 10:00:00 UTC,21.28,28.61,29.98,577.17,-94.73,27.72
2020-03-17 11:00:00 UTC,25.54,34.16,35.56,76.72,-93.93,31.75
2020-03-17 12:00:00 UTC,28.17,36.5,38.06,136,-94.8,32.86
2020-03-17 13:00:00 UTC,25.12,32.84,34.3,139.59,-94.93,30.27
2020-03-17 14:00:00 UTC,25.88,35.52,37.37,44,-94.23,32.27
2020-03-17 15:00:00 UTC,24.72,33.11,34.67,104,-94.3,30.44
2020-03-17 16:00:00 UTC,26.4,35.19,36.94,164,-95.53,31.93
2020-03-17 17:00:00 UTC,25.77,34.78,36.51,224.1,-94.62,31.76
2020-03-17 18:00:00 UTC,25.3,34.09,35.72,284.72,-93.97,31.03
2020-03-17 19:00:00 UTC,24.37,32.45,33.8,344,-93.67,30.07
2020-03-17 20:00:00 UTC,22.48,30.72,32.41,407.3,-93,28.21
2020-03-17 21:00:00 UTC,18.3,25.26,26.61,465,-92.37,24.52
2020-03-17 22:00:00 UTC,18.43,25.97,27.58,525,-92.5,25.17
2020-03-17 23:00:00 UTC,17.01,24.54,26.08,585,-93.3,24.16
2020-03-18 00:00:00 UTC,21.8,30.98,32.63,645,-93.43,29.58
2020-03-18 01:00:00 UTC,20.15,28.99,30.61,705,-93.97,27.88
2020-03-18 02:00:00 UTC,18.15,26.48,28.01,765,-94.23,25.74
2020-03-18 03:00:00 UTC,17.24,23.9,25.12,825,-92.8,23.46
2020-03-18 04:00:00 UTC,19.69,26.86,28.05,885,-93.2,26.2
2020-03-18 05:00:00 UTC,34.82,48.26,50.49,945,-92.3,39.7
2020-03-18 06:00:00 UTC,36.46,51.07,53.38,1005,-93.27,41.43
2020-03-18 07:00:00 UTC,32.06,45.22,47.55,1064.33,-94.14,38.57
2020-03-18 08:00:00 UTC,26.96,37.4,39.09,1126.66,-94.03,33.93
2020-03-18 09:00:00 UTC,20.59,28.7,30.37,1186,-94.87,27.71
2020-03-18 10:00:00 UTC,24.89,33.59,35.39,1247.22,-94.7,30.82
2020-03-18 11:00:00 UTC,27.22,38.61,40.93,1304.5,-94.5,34.13
2020-03-18 12:00:00 UTC,29.38,39.66,41.34,1366.5,-93.71,34.98
2020-03-18 13:00:00 UTC,29.01,40.46,42.72,1426,-93.68,35.49
2020-03-18 14:00:00 UTC,32.05,44.24,46.82,1485.33,-93.96,37.85
2020-03-18 15:00:00 UTC,30.45,42.07,44.36,1544.59,-92.86,36.07
2020-03-18 16:00:00 UTC,24.32,33.45,35.31,1603.97,-94,30.98
2020-03-18 17:00:00 UTC,25.63,34.73,36.28,1664,-93.13,31.49
2020-03-18 18:00:00 UTC,22.16,29.51,30.9,1723.28,-93.38,27.62
2020-03-18 19:00:00 UTC,19.74,26.7,28.12,1784,-92.6,25.51
2020-03-18 20:00:00 UTC,20.6,28.36,29.72,1844,-92.63,26.22
2020-03-18 21:00:00 UTC,18.73,25.5,26.87,1904,-92.6,23.82
2020-03-18 22:00:00 UTC,19.6,26.83,28.12,1964,-93.07,25.52
2020-03-18 23:00:00 UTC,19.22,26.92,28.3,2024,-92.8,26
2020-03-19 00:00:00 UTC,14.22,20.37,21.66,2084,-93.4,20.29
2020-03-19 01:00:00 UTC,19.34,27.66,29.34,2144,-93.27,25.91
2020-03-19 02:00:00 UTC,15.52,22.23,23.69,2204,-92.97,22
2020-03-19 03:00:00 UTC,15.78,22.16,23.34,2264,-92.63,21.8
2020-03-19 04:00:00 UTC,19.06,26.3,27.55,2324,-93.2,25.62
2020-03-19 05:00:00 UTC,23.79,31.58,32.74,2384,-92.9,29.64
2020-03-19 06:00:00 UTC,28.36,38.3,40.09,2443.28,-93.72,34.36
2020-03-19 07:00:00 UTC,28.42,40.05,42,2504.79,-91.66,35.57
2020-03-19 08:00:00 UTC,23.64,32.79,34.38,2564,-92.87,30.62
2020-03-19 09:00:00 UTC,19.49,26.37,27.63,2624,-92.23,25.62
2020-03-19 10:00:00 UTC,20.21,27.13,28.33,2684,-93.5,25.97
2020-03-19 11:00:00 UTC,21.73,29.19,30.68,2744.86,-94.43,27.8
2020-03-19 12:00:00 UTC,29.14,38.86,40.53,2804,-93.93,34.6
2020-03-19 13:00:00 UTC,33.51,45.06,47.16,2864,-92.8,37.48
2020-03-19 14:00:00 UTC,23.52,30.86,32.17,2924,-93.27,28.98
2020-03-19 15:00:00 UTC,22.69,30.17,31.45,129.9,-93.59,28.5
2020-03-19 16:00:00 UTC,20.89,28.26,29.9,87,-94.47,26.87
2020-03-19 17:00:00 UTC,23.98,31.72,33.19,147,-92.87,29.62
2020-03-19 18:00:00 UTC,29.93,39.2,40.76,207,-92,34.31
2020-03-19 19:00:00 UTC,24.24,32.64,34.19,267,-91.53,30.4
2020-03-19 20:00:00 UTC,19.26,26.03,27.41,327,-90.27,25.21
2020-03-19 21:00:00 UTC,19.92,27.47,28.87,387,-90.53,26.19
2020-03-19 22:00:00 UTC,20.41,27.93,29.38,447,-90.17,26.38
2020-03-19 23:00:00 UTC,17.69,25.08,26.66,507,-90.73,24.64
2020-03-20 00:00:00 UTC,20.57,29.49,31.29,567,-90.17,28.27
2020-03-20 01:00:00 UTC,18.9,27.44,29.17,626,-92.07,26.95
2020-03-20 02:00:00 UTC,21.39,30.58,32.37,687,-91.1,29.39
2020-03-20 03:00:00 UTC,26.02,36.86,38.82,747,-91.27,33.28
2020-03-20 04:00:00 UTC,29.57,39.88,41.46,807,-90.83,35.36
2020-03-20 05:00:00 UTC,33.01,43,44.65,867,-90.2,36.86
2020-03-20 06:00:00 UTC,30.6,40,41.66,927,-89.87,35.2
2020-03-20 07:00:00 UTC,26.94,38.61,40.73,987,-91,34.76
2020-03-20 08:00:00 UTC,24.79,34.8,36.58,1047,-92.23,32.33
2020-03-20 09:00:00 UTC,22.65,30.75,32.1,1107,-92.57,29.1
2020-03-20 10:00:00 UTC,29.95,39.38,41,1167,-92.5,34.76
2020-03-20 11:00:00 UTC,25.95,34.38,35.84,1227,-92.97,31.94
2020-03-20 12:00:00 UTC,24.96,31.67,32.9,1287.72,-93.03,29.49
2020-03-20 13:00:00 UTC,23.9,30.67,31.93,1347,-92.8,28.7
2020-03-20 14:00:00 UTC,24.69,32.46,33.88,1407,-92.43,29.69
2020-03-20 15:00:00 UTC,25.94,34.23,35.64,1467,-92.5,31.37
2020-03-20 16:00:00 UTC,24.07,31.31,32.28,1527,-93.1,29.04
2020-03-20 17:00:00 UTC,24.73,31.67,32.88,819.86,-92.55,29.45
2020-03-20 18:00:00 UTC,25.53,32.96,34.24,58,-92.23,30.43
2020-03-20 19:00:00 UTC,30.3,39.01,40.42,118,-91.87,33.79
2020-03-20 20:00:00 UTC,22.54,29.69,30.84,178,-91.57,28.01
2020-03-20 21:00:00 UTC,25.45,34.14,35.47,238,-92.07,31.79
2020-03-20 22:00:00 UTC,33.44,46,47.89,298,-91.7,38.72
2020-03-20 23:00:00 UTC,22.86,33.19,34.95,358,-92.5,29.42
2020-03-21 00:00:00 UTC,29.33,43.38,45.62,418,-92.57,36.54
2020-03-21 01:00:00 UTC,13.9,20.11,21.29,478,-91.33,19.99
2020-03-21 02:00:00 UTC,13.43,18.73,19.58,538,-91.2,18.57
2020-03-21 03:00:00 UTC,12.57,17.15,18.12,598,-91.07,17.11
2020-03-21 04:00:00 UTC,16.54,22.24,23.08,658,-91.17,21.67
2020-03-21 05:00:00 UTC,20.98,28.29,29.34,718,-91.77,27.16
2020-03-21 06:00:00 UTC,25.08,34.34,35.76,778.79,-91.1,32.12
2020-03-21 07:00:00 UTC,34.14,47.33,49.22,838,-91.27,39.4
2020-03-21 08:00:00 UTC,32.81,44.71,46.38,897.97,-91.72,37.89
2020-03-21 09:00:00 UTC,28.37,36.86,38.2,957.69,-93.24,32.62
2020-03-21 10:00:00 UTC,26.28,33.83,35.16,1018.41,-92.14,30.51
2020-03-21 11:00:00 UTC,23.38,29.42,30.39,1080,-92.5,27.56
2020-03-21 12:00:00 UTC,21.15,26.46,27.42,1139,-92.24,24.95
2020-03-21 13:00:00 UTC,18.05,22.87,23.79,1199,-91.61,22.11
2020-03-21 14:00:00 UTC,17.62,22.33,23.12,1260,-90.9,21.53
2020-03-21 15:00:00 UTC,18.62,23.28,24.01,1320,-92.07,22.02
2020-03-21 16:00:00 UTC,18.15,22.84,23.65,1380,-92.63,21.75
2020-03-21 17:00:00 UTC,18.98,23.88,24.75,1440.38,-92.66,23.09
2020-03-21 18:00:00 UTC,22.16,27.79,28.66,1500,-91.53,25.8
2020-03-21 19:00:00 UTC,22.31,28.54,29.6,1560,-90.23,26.53
2020-03-21 20:00:00 UTC,36.87,50.53,52.81,1620.1,-91.03,40.55
2020-03-21 21:00:00 UTC,28.46,39.75,41.54,1680,-90.27,34.9
2020-03-21 22:00:00 UTC,15.83,21.83,22.93,1740,-91.07,21.41
2020-03-21 23:00:00 UTC,15.59,21.69,22.75,1800,-91.63,21.5
2020-03-22 00:00:00 UTC,17.78,25.69,27.12,1860,-92,24.67
2020-03-22 01:00:00 UTC,13.76,19.09,20,1920,-91.7,19.07
2020-03-22 02:00:00 UTC,13.05,18.25,19.2,1980,-92.27,17.91
2020-03-22 03:00:00 UTC,10.71,15.17,15.98,2040,-91.57,15.17
2020-03-22 04:00:00 UTC,13.24,18.34,19.24,2100.66,-91.59,18.31
2020-03-22 05:00:00 UTC,15.55,21.08,21.9,2160,-92.33,20.74
2020-03-22 06:00:00 UTC,32.54,49.35,52.79,2220,-91.4,39.47
2020-03-22 07:00:00 UTC,25.49,34.92,36.39,2280,-92.27,32.26
2020-03-22 08:00:00 UTC,28.46,38.81,40.49,2340,-91.6,34.77
2020-03-22 09:00:00 UTC,29.49,40.08,41.84,2399,-91.31,35.57
2020-03-22 10:00:00 UTC,23.47,31.21,32.43,2459,-92.13,29.36
2020-03-22 11:00:00 UTC,17.71,23.08,24.02,2520,-91.9,22.38
2020-03-22 12:00:00 UTC,15.97,20.39,21.24,2580,-92.43,19.73
2020-03-22 13:00:00 UTC,16.5,21.29,22.11,2640,-91.4,20.45
2020-03-22 14:00:00 UTC,13.77,17.69,18.48,2700,-91.5,17.02
2020-03-22 15:00:00 UTC,15.39,19.56,20.39,2760,-91.4,18.52
2020-03-22 16:00:00 UTC,18.25,23.54,24.4,2820.66,-91.17,21.81
2020-03-22 17:00:00 UTC,28.36,36.85,38.05,2880,-91.3,32.62
2020-03-22 18:00:00 UTC,24.3,33.49,34.86,2940,-91.4,31.15
2020-03-22 19:00:00 UTC,23.36,31.57,32.81,3000,-90.8,29.23
2020-03-22 20:00:00 UTC,15.85,21.03,21.98,3060,-91.17,20.54
2020-03-22 21:00:00 UTC,15.42,20.32,21.23,3119.28,-90.41,19.66
2020-03-22 22:00:00 UTC,16.08,21.43,22.3,3179,-91.17,20.6
2020-03-22 23:00:00 UTC,11.99,17,17.92,3239,-91.58,16.98
2020-03-23 00:00:00 UTC,9.63,13.57,14.3,3300,-91.57,13.57
2020-03-23 01:00:00 UTC,27.54,41.18,43.36,3360,-91.43,34.33
2020-03-23 02:00:00 UTC,17.49,23.95,25.2,3420,-91.1,23.46
2020-03-23 03:00:00 UTC,14.02,19.89,20.88,3480,-90.73,19.67
2020-03-23 04:00:00 UTC,14.42,20.44,21.48,3540,-92.03,20.17
2020-03-23 05:00:00 UTC,23.41,31.69,32.89,3600,-91.87,29.84
2020-03-23 06:00:00 UTC,25.92,35.07,36.5,3660,-90.93,32.38
2020-03-23 07:00:00 UTC,31.73,44.04,45.9,3720,-91.4,37.68
2020-03-23 08:00:00 UTC,35.02,48.86,51.04,3780,-92.33,40.23
2020-03-23 09:00:00 UTC,28.59,39.04,40.8,3840,-91.53,34.9
2020-03-23 10:00:00 UTC,26.06,34.77,36.15,3899,-91.62,31.7
2020-03-23 11:00:00 UTC,21.61,28.36,29.47,3958,-92.77,26.88
2020-03-23 12:00:00 UTC,23.1,30.5,31.67,4019,-91.71,28.35
2020-03-23 13:00:00 UTC,20.69,27.23,28.42,4080,-91.77,25.8
2020-03-23 14:00:00 UTC,18.25,24.35,25.31,4139,-90.77,23.92
2020-03-23 15:00:00 UTC,18.68,24.48,25.43,4200.81,-90.96,23.26
2020-03-23 16:00:00 UTC,20.75,27.37,28.51,4259.36,-90.57,26.04
2020-03-23 17:00:00 UTC,28.48,37.1,38.39,4319,-90.2,33.16
2020-03-23 18:00:00 UTC,23.82,32.33,33.81,4379,-91.13,29.88
2020-03-23 19:00:00 UTC,20.66,27.9,29.28,4439,-91.47,26.29
2020-03-23 20:00:00 UTC,19.38,25.61,26.52,4499,-91.13,24.03
2020-03-23 21:00:00 UTC,23.41,32.03,33.44,4559,-91.23,29.72
2020-03-23 22:00:00 UTC,31.33,44.99,47.13,4619.86,-90.72,38.46
2020-03-23 23:00:00 UTC,22.2,30.5,31.69,4679,-90.93,28.6
2020-03-24 00:00:00 UTC,13.4,19,20.09,4739.52,-90.41,19
2020-03-24 01:00:00 UTC,11.41,15.72,16.52,4799,-90.17,15.71
2020-03-24 02:00:00 UTC,12.32,17.22,18.14,4859,-90.77,17.22
2020-03-24 03:00:00 UTC,14.89,19.73,20.51,4919,-89.77,19.61
2020-03-24 04:00:00 UTC,17.59,23.37,24.23,4979,-90.63,22.94
2020-03-24 05:00:00 UTC,24.28,31.96,33.13,5039,-91.57,30.24
2020-03-24 06:00:00 UTC,24.55,32.11,33.28,5095.2,-91.16,30.28
2020-03-24 07:00:00 UTC,21.54,27.79,28.81,4622.03,-92.86,25.11
2020-03-24 08:00:00 UTC,11.97,15.57,16.27,37,-94.1,15.49
2020-03-24 09:00:00 UTC,15.16,20.1,20.86,33.28,-92.83,19.98
2020-03-24 10:00:00 UTC,20.57,25.86,26.59,79,-92.67,24.64
2020-03-24 11:00:00 UTC,13.21,16.54,17.16,139,-92.43,16.3
2020-03-24 12:00:00 UTC,12.13,15.09,15.6,94.47,-92.1,14.77
2020-03-24 13:00:00 UTC,12.96,17.29,18.17,62.21,-92.38,17.19
2020-03-24 14:00:00 UTC,33,43.71,45.33,123,-93.5,36.72
2020-03-24 15:00:00 UTC,45.31,59.46,61.44,181.21,-94.43,45.5
2020-03-24 16:00:00 UTC,31.32,44.05,46.1,241,-93.33,34.46
2020-03-24 17:00:00 UTC,22.1,27.93,28.78,301,-92.5,26.38
2020-03-24 18:00:00 UTC,27.77,35.49,36.57,360.28,-92.31,31.76
2020-03-24 19:00:00 UTC,22.4,29.05,29.99,422.21,-92.89,27.76
2020-03-24 20:00:00 UTC,18.28,23.75,24.51,481,-91.8,23.17
2020-03-24 21:00:00 UTC,13.43,17.59,18.27,541.72,-92.76,17.44
2020-03-24 22:00:00 UTC,11.07,14.51,15.11,601,-92.87,14.36
2020-03-24 23:00:00 UTC,8.89,11.61,12.02,68.79,-92.72,11.61
2020-03-25 00:00:00 UTC,4.07,5.16,5.4,84,-92.37,5.16
2020-03-25 01:00:00 UTC,6.97,8.56,8.82,144,-93.3,8.18
2020-03-25 02:00:00 UTC,8.09,9.98,10.25,204,-91.67,9.85
2020-03-25 03:00:00 UTC,10.87,13.76,14.18,264,-92.9,13.66
2020-03-25 04:00:00 UTC,17.34,20.99,21.46,324,-91.8,20.56
2020-03-25 05:00:00 UTC,25.53,31.56,32.36,384,-92.4,29.06
2020-03-25 06:00:00 UTC,50.66,63.99,65.45,444.79,-90.75,46.92
2020-03-25 07:00:00 UTC,58.4,74.49,76.37,504,-92.37,51.33
2020-03-25 08:00:00 UTC,43.71,56.11,57.65,78,-92.43,43.68
2020-03-25 09:00:00 UTC,18.06,22.91,23.64,85.14,-92.34,22.21
2020-03-25 10:00:00 UTC,12.21,15.89,16.58,144.29,-92.82,15.78
2020-03-25 11:00:00 UTC,12.76,16.22,16.76,22.25,-92.5,16.16
2020-03-25 12:00:00 UTC,11.62,14.31,14.65,17.25,-93.62,14.23
2020-03-25 13:00:00 UTC,17.49,22.11,22.82,67.1,-92,21.82
2020-03-25 14:00:00 UTC,23.01,27.91,28.5,15.22,-92.44,26.23
2020-03-25 15:00:00 UTC,28.43,35.07,36.02,14.41,-92.78,31.28
2020-03-25 16:00:00 UTC,19.37,24.43,25.4,50.1,-92.76,23.6
2020-03-25 17:00:00 UTC,25.55,31.9,32.74,107.23,-93.27,28.9
2020-03-25 18:00:00 UTC,24.33,31.24,32.27,171.15,-92.04,29.31
2020-03-25 19:00:00 UTC,37.28,49.1,50.87,230,-91.93,40.02
2020-03-25 20:00:00 UTC,26,35.63,37.22,289.14,-91.9,30.75
2020-03-25 21:00:00 UTC,14.29,18.39,19.11,351.5,-91.58,17.43
2020-03-25 22:00:00 UTC,12.16,16.06,16.69,411,-91.7,15.96
2020-03-25 23:00:00 UTC,8.74,11.27,11.74,471,-91.93,11.24
2020-03-26 00:00:00 UTC,10.39,13.52,14.05,531,-91.97,13.52
2020-03-26 01:00:00 UTC,10.22,13.63,14.23,591,-91.3,13.63
2020-03-26 02:00:00 UTC,14.06,18.68,19.31,651,-91.67,18.67
2020-03-26 03:00:00 UTC,13.12,17.28,17.94,711,-92.1,17.25
2020-03-26 04:00:00 UTC,20.87,28.01,29.12,771,-92.33,26.77
2020-03-26 05:00:00 UTC,40.97,52.09,53.4,831,-91.3,41.54
2020-03-26 06:00:00 UTC,53.66,68.41,70.47,891,-91.2,49.75
2020-03-26 07:00:00 UTC,36.98,48.23,49.93,951,-91.53,39.51
2020-03-26 08:00:00 UTC,19.14,24.07,24.95,1011,-92.33,22.45
2020-03-26 09:00:00 UTC,12.64,15.97,16.48,1071,-92.47,15.87
2020-03-26 10:00:00 UTC,12.66,15.69,16.2,1131,-93.87,15.2
2020-03-26 11:00:00 UTC,18.29,22.68,23.23,1191,-92.6,21.7
2020-03-26 12:00:00 UTC,19.08,23.52,24.17,1251,-92.43,22.96
2020-03-26 13:00:00 UTC,14.86,17.97,18.51,1311,-91.53,17.6
2020-03-26 14:00:00 UTC,15.2,18.27,18.75,1371,-92.4,17.77
2020-03-26 15:00:00 UTC,16.08,19.5,20,1431,-90.77,18.98
2020-03-26 16:00:00 UTC,18.21,22.45,23.13,1491,-90.9,21.33
2020-03-26 17:00:00 UTC,20.16,24.93,25.61,1551,-90.7,23.32
2020-03-26 18:00:00 UTC,37.39,51.6,54.31,1610.9,-90.41,39.2
2020-03-26 19:00:00 UTC,34.56,46.52,48.7,1671,-89.8,36.36
2020-03-26 20:00:00 UTC,17.48,21.65,22.26,1732.29,-90.43,20.84
2020-03-26 21:00:00 UTC,17.26,21.38,21.99,1791.52,-91.34,19.74
2020-03-26 22:00:00 UTC,22.5,29.92,31.08,1851.76,-91.34,26.76
2020-03-26 23:00:00 UTC,62.39,95.67,102.2,1912,-91.63,68.32
2020-03-27 00:00:00 UTC,16.74,22.11,22.97,1972.59,-91.21,20.7
2020-03-27 01:00:00 UTC,9.87,13.38,14.12,2034.04,-91.52,13.23
2020-03-27 02:00:00 UTC,8.02,10.63,11.11,2092,-91.87,10.44
2020-03-27 03:00:00 UTC,11.7,15.24,15.73,2152,-90.87,14.94
2020-03-27 04:00:00 UTC,14.96,19.33,19.99,2212,-91.43,19.07
2020-03-27 05:00:00 UTC,19.8,25.98,26.88,2272,-91.03,25.19
2020-03-27 06:00:00 UTC,22.84,30.98,32.15,2332,-90.47,29.52
2020-03-27 07:00:00 UTC,27.2,36.74,38.26,2392,-92.1,33.34
2020-03-27 08:00:00 UTC,23.78,33.08,34.64,2452,-92,31.38
2020-03-27 09:00:00 UTC,25.27,33.77,35.04,2511,-92,31.51
2020-03-27 10:00:00 UTC,24.13,31.19,32.26,2571.53,-92.2,28.97
2020-03-27 11:00:00 UTC,21.98,28.64,29.51,2632,-92.9,27.24
2020-03-27 12:00:00 UTC,21.6,27.99,29.01,2692,-92.63,25.96
2020-03-27 13:00:00 UTC,24.76,33.9,35.64,2752,-92.63,31.04
2020-03-27 14:00:00 UTC,27.68,39,40.91,2812.23,-93,34.5
2020-03-27 15:00:00 UTC,18.25,24.31,25.37,2870,-92.5,21.6
2020-03-27 16:00:00 UTC,16.38,19.93,20.57,2930.64,-92.86,19.09
2020-03-27 17:00:00 UTC,25.08,32.23,33.47,2991.38,-92.41,27.81
2020-03-27 18:00:00 UTC,21.78,27.22,28.18,3051,-92.43,25.26
2020-03-27 19:00:00 UTC,18.46,23.17,23.94,3111,-91.97,21.82
2020-03-27 20:00:00 UTC,20.46,25.36,26.19,3171,-91.53,23.47
2020-03-27 21:00:00 UTC,51.93,78.51,83.69,3234.92,-92.29,54.9
2020-03-27 22:00:00 UTC,31.19,43.76,45.76,3291,-91.63,36.82
2020-03-27 23:00:00 UTC,19.15,25.6,26.64,3351,-90.9,25
2020-03-28 00:00:00 UTC,9.82,13.1,13.7,3411,-90.47,13.07
2020-03-28 01:00:00 UTC,10.95,14.51,15.18,3471,-90.93,14.51
2020-03-28 02:00:00 UTC,17.04,23.36,24.53,3531,-89.87,23.24
2020-03-28 03:00:00 UTC,15.13,20.83,21.87,3591,-90,20.82
2020-03-28 04:00:00 UTC,22.9,31.59,32.83,3651,-90.6,30.3
2020-03-28 05:00:00 UTC,26.12,34.99,36.35,3711,-91,32.51
2020-03-28 06:00:00 UTC,26.07,34.13,35.42,3771,-91.1,31.87
2020-03-28 07:00:00 UTC,28.32,37.14,38.35,3831,-91.63,33.61
2020-03-28 08:00:00 UTC,26.13,33.5,34.48,3891,-91.63,30.33
2020-03-28 09:00:00 UTC,24.57,31.78,32.74,3951,-92.63,29.73
2020-03-28 10:00:00 UTC,23.16,30.81,32.29,4011,-91.63,28.31
2020-03-28 11:00:00 UTC,28.44,40.23,42.49,4071,-92.13,35
2020-03-28 12:00:00 UTC,16.45,21.41,22.3,4131,-91.57,20.97
2020-03-28 13:00:00 UTC,15.12,18.76,19.4,4191,-91.97,18.14
2020-03-28 14:00:00 UTC,23.87,30.58,31.63,4251,-91.37,26.82
2020-03-28 15:00:00 UTC,23.41,30.41,31.4,4311,-92.1,27.55
2020-03-28 16:00:00 UTC,20.5,26.26,27.18,4371,-92.37,24.95
2020-03-28 17:00:00 UTC,25.46,32.47,33.58,4431,-91.37,29.62
2020-03-28 18:00:00 UTC,32.4,44.08,45.92,4491,-92.13,37
2020-03-28 19:00:00 UTC,51.93,75.19,79.5,4551,-91.73,52.5
2020-03-28 20:00:00 UTC,35.91,49.59,52.08,4611,-91.67,39.52
2020-03-28 21:00:00 UTC,38.3,53.64,55.97,4671,-92.03,41.86
2020-03-28 22:00:00 UTC,23.21,31.47,32.68,4731,-92.57,28.61
2020-03-28 23:00:00 UTC,28.9,40.21,41.96,4791,-92.67,33.13
2020-03-29 00:00:00 UTC,29.41,40.52,42.09,4851,-91.77,35.68
2020-03-29 01:00:00 UTC,22.98,32.07,33.38,4911,-91.53,30
2020-03-29 02:00:00 UTC,12.09,16.42,17.2,4971,-91.33,16.35
2020-03-29 03:00:00 UTC,11.49,15.34,16,5031,-92.63,15.34
2020-03-29 04:00:00 UTC,14.95,20.33,21.16,5091,-91.93,20.25
2020-03-29 05:00:00 UTC,21.54,29.01,29.95,5151,-92.57,28.12
2020-03-29 06:00:00 UTC,27.69,37.26,38.57,5211,-92.17,33.92
2020-03-29 07:00:00 UTC,28.12,38.49,40.11,5271,-91.83,34.66
2020-03-29 08:00:00 UTC,25.48,34.69,36.15,5331,-92.73,32.06
2020-03-29 09:00:00 UTC,20.14,26.04,26.84,5391,-92.53,25.07
2020-03-29 10:00:00 UTC,20.48,25.88,26.67,5451,-92.73,24.78
2020-03-29 11:00:00 UTC,26.58,34.84,36.17,5511,-92.73,31.4
2020-03-29 12:00:00 UTC,19.26,24.42,25.29,5571,-92.23,22.61
2020-03-29 13:00:00 UTC,36.22,54.28,57.99,5631,-92.83,42.89
2020-03-29 14:00:00 UTC,35.51,53.01,56.34,5691,-92.87,42
2020-03-29 15:00:00 UTC,37.05,54.7,58.19,5751,-92.57,42.91
2020-03-29 16:00:00 UTC,27.89,38.37,40.26,5811,-92.23,33.57
2020-03-29 17:00:00 UTC,27.2,39.01,41,5871,-91.93,34.18
2020-03-29 18:00:00 UTC,20,25.92,26.79,5931,-92.13,24.44
2020-03-29 19:00:00 UTC,20.05,27.58,28.84,5991,-92.1,26.11
2020-03-29 20:00:00 UTC,11.7,15.41,16.1,6051,-91.9,14.9
2020-03-29 21:00:00 UTC,10.48,14.13,14.89,6111,-91.7,13.99
2020-03-29 22:00:00 UTC,12.66,16.9,17.73,6171,-91.23,16.45
2020-03-29 23:00:00 UTC,9.88,13.75,14.52,6231,-92.13,13.57
