created_at,site,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3
2019-04-08 17:00:00 UTC,DJ_O,23.76,62.66,132.37,19.53,-48.94,72.12,27.94,42.7
2019-04-08 18:00:00 UTC,DJ_O,0.78,0.13,0.23,61.41,-49.38,77.14,24.69,0.13
2019-04-09 14:00:00 UTC,DJ_O,0,0.05,0.05,1.33,-56,68.33,29.67,0.05
2019-04-09 15:00:00 UTC,DJ_O,16.98,44.55,97.11,33.34,-55.45,75.82,23.75,30.21
2019-04-09 16:00:00 UTC,DJ_O,0.19,0.36,0.26,84.66,-54.62,81.44,20.19,0.36
2019-11-13 11:00:00 UTC,DJ_O,27.68,41.22,57.65,17.54,-85.92,98.5,47.65,34.41
2019-11-13 12:00:00 UTC,DJ_O,19.94,26.43,31.33,71,-85.93,100.87,47.2,26.07
2019-11-13 13:00:00 UTC,DJ_O,21.64,27.78,31.25,131,-85.67,102.1,42.93,27.26
2019-11-13 14:00:00 UTC,DJ_O,19.5,24.67,27.27,190.83,-85.86,99.14,44.62,24.27
2019-11-13 15:00:00 UTC,DJ_O,19.65,25.08,28.56,251,-87.73,95.27,50.13,24.31
2019-11-13 16:00:00 UTC,DJ_O,22.63,28.96,32.57,311,-91.97,92.6,55.3,27.44
2019-11-13 17:00:00 UTC,DJ_O,26.05,32.68,36.48,371,-91.7,90.97,60,30.38
2019-11-13 18:00:00 UTC,DJ_O,30.06,38.74,43.23,431.03,-87.87,89.37,64.13,33.7
2019-11-13 19:00:00 UTC,DJ_O,27.74,35.84,40.4,491,-86.67,89.2,64.97,31.66
2019-11-13 20:00:00 UTC,DJ_O,20.68,26.81,30.35,551,-86.33,90,64.53,26.27
2019-11-13 21:00:00 UTC,DJ_O,20.12,26.64,30.38,611.03,-86,89.73,64.7,26.15
2019-11-13 22:00:00 UTC,DJ_O,17.73,23.33,26.45,671,-85.57,89.03,66.7,23.31
2019-11-13 23:00:00 UTC,DJ_O,24.58,32.56,37.18,731,-85.43,88.1,69.6,31.02
2019-11-14 00:00:00 UTC,DJ_O,32.05,43.55,49.18,791,-86.43,87.07,72.03,37.75
2019-11-14 01:00:00 UTC,DJ_O,29.65,41.11,47.44,851,-85.63,86.8,71.8,36.19
2019-11-14 02:00:00 UTC,DJ_O,29.26,39.78,45.37,911,-85.4,85.83,73.6,35.56
2019-11-14 03:00:00 UTC,DJ_O,30.24,41.5,47.02,971,-86.3,85.37,74.1,36.56
2019-11-14 04:00:00 UTC,DJ_O,41.2,54.01,59.45,1031,-85.57,85,74.33,44.23
2019-11-14 05:00:00 UTC,DJ_O,25.26,33.11,36.62,1091,-85.17,84.8,74.87,31.57
2019-11-14 06:00:00 UTC,DJ_O,22.49,29.4,32.78,1151,-85.47,85.47,74,28.8
2019-11-14 07:00:00 UTC,DJ_O,25.5,36.42,42.57,1211,-86.2,80.83,79.57,32.82
2019-11-14 08:00:00 UTC,DJ_O,10.93,14.88,17.22,1271.07,-86.27,79.37,80.27,14.79
2019-11-14 09:00:00 UTC,DJ_O,7.33,9.65,10.96,1331.03,-87.97,80.07,78.27,9.65
2019-11-14 10:00:00 UTC,DJ_O,15.64,21.08,23.9,1391.86,-85.72,82.55,74.14,19.92
2019-11-14 11:00:00 UTC,DJ_O,15.5,20.28,22.57,1451,-85.97,86.23,66.17,20.28
2019-11-14 12:00:00 UTC,DJ_O,19.91,25.73,28.72,1511,-86.67,91.03,57.93,25.36
2019-11-14 13:00:00 UTC,DJ_O,20.3,26.06,29.07,1571,-87.03,95.63,51.57,25.73
2019-11-14 14:00:00 UTC,DJ_O,25.91,33.79,37.57,1631.03,-85.97,94.4,53.8,31.35
2019-11-14 15:00:00 UTC,DJ_O,24.86,32.05,35.61,1690.46,-85.21,93.04,55.89,30.64
2019-11-14 16:00:00 UTC,DJ_O,37.85,49.55,55.53,1751,-85.9,91.5,58.43,40.31
2019-11-14 17:00:00 UTC,DJ_O,44.6,57.78,63.87,1801.1,-87.3,89.25,62.25,44.51
2019-11-14 18:00:00 UTC,DJ_O,34.43,45.27,50.24,40.6,-86.7,87.95,65.75,37.96
2019-11-14 19:00:00 UTC,DJ_O,35.56,46.63,52.27,91,-87,86.57,70.07,39.43
2019-11-14 20:00:00 UTC,DJ_O,35.02,47.05,52.93,149.36,-86.79,85.5,71.93,39.65
2019-11-14 21:00:00 UTC,DJ_O,50.76,69.29,77.8,209.38,-87.59,84.83,73.41,49.11
2019-11-14 22:00:00 UTC,DJ_O,56.72,77.83,87.18,264.04,-91.08,84.96,72.33,52.41
2019-11-14 23:00:00 UTC,DJ_O,48.44,67.08,75.37,27,-89.23,83.96,73.85,48.26
2019-11-15 00:00:00 UTC,DJ_O,49.02,67.8,76.32,83,-88.8,83.9,74.43,48.54
2019-11-15 01:00:00 UTC,DJ_O,43.3,59.32,66.11,143,-87.97,83.17,75.4,45.22
2019-11-15 02:00:00 UTC,DJ_O,35.44,48.09,53.39,203,-87.97,82.8,75.83,40.1
2019-11-15 03:00:00 UTC,DJ_O,40.72,55.79,62.14,263,-88.23,82.27,76.33,43.63
2019-11-15 04:00:00 UTC,DJ_O,38.39,53.05,59.33,323,-88.13,82,76.07,42.5
2019-11-15 05:00:00 UTC,DJ_O,47.94,64.87,72.46,382.41,-88.03,82.07,75.07,47.41
2019-11-15 06:00:00 UTC,DJ_O,62.15,82.03,90.02,443.11,-88.37,85.22,70.26,54.86
2019-11-15 07:00:00 UTC,DJ_O,43.84,57.79,63.58,504.89,-88.07,94.96,55.29,44.44
2019-11-15 08:00:00 UTC,DJ_O,27.01,35.01,38.8,562.93,-88.24,101.21,45.79,32.68
2019-11-15 09:00:00 UTC,DJ_O,32.13,41.4,45.91,623.31,-87.66,99,47.03,36.4
2019-11-15 10:00:00 UTC,DJ_O,33.65,43.17,47.37,684.04,-88.08,101.42,43.77,37.27
2019-11-15 11:00:00 UTC,DJ_O,19.93,25.22,28.31,744,-87.38,103.86,39.66,24.94
2019-11-15 12:00:00 UTC,DJ_O,20.54,25.81,28.75,804.31,-87.12,102.96,39.96,25.23
2019-11-15 13:00:00 UTC,DJ_O,16.06,20.34,22.75,869.4,-87.5,99.25,45.25,20.26
2019-11-15 14:00:00 UTC,DJ_O,15.23,19.21,21.45,922.81,-87.23,96.73,49.46,19.15
2019-11-15 15:00:00 UTC,DJ_O,16.52,21.1,23.72,980.48,-87.36,93.76,54.44,20.98
2019-11-15 16:00:00 UTC,DJ_O,22.34,28.19,31.25,105.17,-87.42,91.92,57,26.84
2019-11-15 17:00:00 UTC,DJ_O,25.14,31.73,35.11,64.81,-87.59,91.22,59.89,29.65
2019-11-15 18:00:00 UTC,DJ_O,28.27,36.14,40.09,127.12,-87.81,89.58,64.5,32.5
2019-11-15 19:00:00 UTC,DJ_O,32.03,40.96,45.12,182.85,-87.95,89,66.1,35.32
2019-11-15 20:00:00 UTC,DJ_O,27.91,35.51,40.04,238.12,-88.06,89,65.56,32.23
2019-11-15 21:00:00 UTC,DJ_O,23.64,30.57,34.36,302.69,-88.19,89.04,64.77,29.33
2019-11-15 22:00:00 UTC,DJ_O,24.57,32.33,37.12,365,-88.17,87.27,69.07,30.94
2019-11-15 23:00:00 UTC,DJ_O,28.75,38.44,43.77,425,-88.07,86.3,71.43,34.76
2019-11-16 00:00:00 UTC,DJ_O,48.37,66.79,75.57,484.41,-89.1,85.17,74.97,48.1
2019-11-16 01:00:00 UTC,DJ_O,47.9,64.14,71.81,542.28,-88.67,84.78,75,48.73
2019-11-16 02:00:00 UTC,DJ_O,33.43,45.48,51.46,605,-89.23,85,74.8,38.72
2019-11-16 03:00:00 UTC,DJ_O,27.25,36.84,41.33,665,-89.4,84.97,74.6,33.83
2019-11-16 04:00:00 UTC,DJ_O,30.08,40.04,44.32,725,-89.77,84.7,74.6,35.75
2019-11-16 05:00:00 UTC,DJ_O,45.78,61.5,68.02,785,-89.8,84.23,74.27,45.88
2019-11-16 06:00:00 UTC,DJ_O,44.62,59.78,66.38,845,-90,85.6,72.6,45.31
2019-11-16 07:00:00 UTC,DJ_O,28.16,37.57,41.99,905,-90,94.3,58.17,34.13
2019-11-16 08:00:00 UTC,DJ_O,24.11,32.52,37.31,956.4,-90.35,99.25,49.9,30.79
2019-11-16 09:00:00 UTC,DJ_O,24.07,30.75,34.92,35,-89.71,104.54,41.42,29.72
2019-11-16 10:00:00 UTC,DJ_O,24.58,31.48,35.15,89,-89.93,104.2,41.07,29.98
2019-11-16 11:00:00 UTC,DJ_O,27.65,35.72,39.51,149,-89.4,102.97,42.83,32.93
2019-11-16 12:00:00 UTC,DJ_O,22.34,28.45,32.08,208,-89,101.41,44.28,27.71
2019-11-16 13:00:00 UTC,DJ_O,25.5,32.56,36.38,268.55,-89.93,100.9,43.86,30.62
2019-11-16 14:00:00 UTC,DJ_O,23.82,30.98,34.82,329,-89.57,97.37,49.27,29.61
2019-11-16 15:00:00 UTC,DJ_O,24.24,31.44,35.69,389,-88.13,94.73,54.13,29.95
2019-11-16 16:00:00 UTC,DJ_O,26.07,33.52,37.83,449,-89.3,92.07,59.1,31.22
2019-11-16 17:00:00 UTC,DJ_O,28.34,35.98,40.03,196.25,-90.06,91.12,61.38,32.79
2019-11-16 18:00:00 UTC,DJ_O,26.12,34.28,38.69,63,-88.03,90.07,64.87,31.44
2019-11-16 19:00:00 UTC,DJ_O,28.84,38.68,43.38,46.5,-88.12,90.56,64.38,34.02
2019-11-16 20:00:00 UTC,DJ_O,20.11,25.74,28.8,51,-88.9,89.87,65.43,25.31
2019-11-16 21:00:00 UTC,DJ_O,37.62,52.4,61.8,99,-89.39,89.67,66.33,41.87
2019-11-16 22:00:00 UTC,DJ_O,37.89,51.36,58.14,19,-91.5,89.5,67.5,41.8
2019-11-16 23:00:00 UTC,DJ_O,44.93,61.58,70.96,24.92,-90.69,88.69,68.69,46.06
2019-11-17 00:00:00 UTC,DJ_O,42.96,58.65,66.26,61,-90.13,87.07,70.4,44.88
2019-11-17 01:00:00 UTC,DJ_O,41.16,56.39,63.1,24.74,-88.79,86.11,71.47,43.99
2019-11-17 02:00:00 UTC,DJ_O,39.1,53.13,60.12,69,-89.33,86,72,42.62
2019-11-17 03:00:00 UTC,DJ_O,32.76,44.57,50.36,129,-89.13,85.37,73.17,38.25
2019-11-17 04:00:00 UTC,DJ_O,30.03,40.25,45.25,169.2,-89.55,84.95,74.25,35.84
2019-11-17 05:00:00 UTC,DJ_O,39.73,54.36,61.75,31,-89.89,84.64,73.75,43.03
2019-11-17 06:00:00 UTC,DJ_O,41.53,56.37,63.38,31,-90.43,87.57,68.57,43.75
2019-11-17 07:00:00 UTC,DJ_O,27.1,35.97,40.36,75.52,-89.62,94.52,57.69,33.19
2019-11-17 08:00:00 UTC,DJ_O,20,26.06,29.35,135.2,-89.32,99.64,49.16,25.96
2019-11-17 09:00:00 UTC,DJ_O,19.69,25.68,28.93,195.59,-84.93,101.24,47.14,25.62
2019-11-17 10:00:00 UTC,DJ_O,23.05,29.68,33.23,255,-84.2,104.5,41.8,29.2
2019-11-17 11:00:00 UTC,DJ_O,23.07,29.73,33.56,315,-84.6,105.27,40.83,29.08
2019-11-17 12:00:00 UTC,DJ_O,20.01,25.5,28.83,375,-85.03,101.5,46.1,25.22
2019-11-17 13:00:00 UTC,DJ_O,17.46,22.43,25.43,435,-84.37,99.47,48.47,22.25
2019-11-17 14:00:00 UTC,DJ_O,17.97,23.25,26.35,495.43,-84.54,98.04,50.75,22.74
2019-11-17 15:00:00 UTC,DJ_O,18.73,24.57,28.01,554.93,-84.14,94.79,56.28,23.98
2019-11-17 16:00:00 UTC,DJ_O,24.1,31.96,36.64,612,-84.23,92.31,61.46,29.15
2019-11-17 17:00:00 UTC,DJ_O,21.38,28.14,32.24,683,-84.68,90.55,64.95,27.08
2019-11-17 18:00:00 UTC,DJ_O,17.07,22.46,25.7,735,-84.57,89.87,66,22.32
2019-11-17 19:00:00 UTC,DJ_O,19.17,25.36,29.5,794,-84.17,89.59,67.17,24.93
2019-11-17 20:00:00 UTC,DJ_O,17.99,23.44,26.87,854,-84.42,89.48,67.71,23.06
2019-11-17 21:00:00 UTC,DJ_O,20.87,27.57,31.82,915,-83.93,89,68.03,26.74
2019-11-17 22:00:00 UTC,DJ_O,25.92,35.13,40.24,975,-84.4,89.07,67.23,32.25
2019-11-17 23:00:00 UTC,DJ_O,19.05,25.8,30.05,1035,-84,89.57,66.87,25
2019-11-18 00:00:00 UTC,DJ_O,16.63,22.38,26.05,1095,-85.53,89.27,67.77,22.17
2019-11-18 01:00:00 UTC,DJ_O,27.3,37.58,43.42,1155,-86.33,87.93,71.37,34.24
2019-11-18 02:00:00 UTC,DJ_O,19.09,26.03,30,1215,-86.83,86.43,73.47,25.9
2019-11-18 03:00:00 UTC,DJ_O,18.7,25.09,28.39,1275,-86.5,86.17,73.57,25.03
2019-11-18 04:00:00 UTC,DJ_O,30.43,41.52,47.76,1335,-86.77,85.77,74.47,36.53
2019-11-18 05:00:00 UTC,DJ_O,35.08,47.48,53.11,1395,-85.93,85.4,75.03,39.48
2019-11-18 06:00:00 UTC,DJ_O,35.12,46.41,51.99,1455,-87.36,87.82,70.93,39.29
2019-11-18 07:00:00 UTC,DJ_O,23.32,31.05,35.43,1515,-84.27,95.2,57.97,29.9
2019-11-18 08:00:00 UTC,DJ_O,18.98,25.04,29.46,1575,-82.9,100.43,49.27,24.82
2019-11-18 09:00:00 UTC,DJ_O,22.02,29.05,33.76,1635,-81.9,103.53,44.13,28.7
2019-11-18 10:00:00 UTC,DJ_O,24.16,33.63,45.17,1695,-82.27,104.73,41.93,31.51
2019-11-18 11:00:00 UTC,DJ_O,28.32,37.16,43.15,1755,-83.1,102.97,43.7,33.8
2019-11-18 12:00:00 UTC,DJ_O,22.19,28.4,32.09,1815,-82.67,103.33,43.2,27.1
2019-11-18 13:00:00 UTC,DJ_O,17.31,22.07,25.57,1875,-82.5,100.73,45.37,21.83
2019-11-18 14:00:00 UTC,DJ_O,17.48,22.11,25.07,1935,-82.2,99,49.1,21.79
2019-11-18 15:00:00 UTC,DJ_O,19.82,24.93,28.34,1995,-81.83,94.23,57.83,24.09
2019-11-18 16:00:00 UTC,DJ_O,20.77,26.2,29.51,2055,-82.3,92.3,61.33,25.07
2019-11-18 17:00:00 UTC,DJ_O,21.81,27.72,31.41,2115,-82.8,90.87,63.1,26.31
2019-11-18 18:00:00 UTC,DJ_O,32.59,42.8,48.49,2175,-82.5,90.3,64.03,36.29
2019-11-18 19:00:00 UTC,DJ_O,25.66,33.27,37.45,2235,-82.93,90.07,65.03,30.48
2019-11-18 20:00:00 UTC,DJ_O,30.46,41.19,47.1,2295,-83.4,90.03,64.07,35.48
2019-11-18 21:00:00 UTC,DJ_O,26.89,36.03,41.65,2355,-83.13,90.03,63.8,33
2019-11-18 22:00:00 UTC,DJ_O,24.12,31.41,36.13,2415,-83.1,89.97,65.43,29.74
2019-11-18 23:00:00 UTC,DJ_O,19.74,26.07,30.05,2475,-83.13,90,65.3,25.17
2019-11-19 00:00:00 UTC,DJ_O,17.03,22.25,25.55,2535,-85.07,89.07,66.63,21.76
2019-11-19 01:00:00 UTC,DJ_O,34.25,47.99,55.93,2595,-84.8,88.7,68.33,39.97
2019-11-19 02:00:00 UTC,DJ_O,37.29,51.05,58.77,2655,-85.03,87.2,71.37,41.54
2019-11-19 03:00:00 UTC,DJ_O,30.74,41.61,47.26,2715,-84.83,86.27,73.03,36.66
2019-11-19 04:00:00 UTC,DJ_O,38.71,52.67,60.5,2773.93,-85.71,85.96,73.71,42.29
2019-11-19 05:00:00 UTC,DJ_O,43.74,58.88,66.19,2835,-85.47,85.97,73.77,44.97
2019-11-19 06:00:00 UTC,DJ_O,45.08,62.27,71.66,2893.71,-84.86,87.86,70.14,47.02
2019-11-19 07:00:00 UTC,DJ_O,29.93,40.52,46.41,2952.85,-85.27,95.46,57.58,35.97
2019-11-19 08:00:00 UTC,DJ_O,24.16,32.6,38.31,3015,-84.43,100.1,49.53,30.87
2019-11-19 09:00:00 UTC,DJ_O,26.6,35.66,44.86,3075,-82.83,102.37,45.33,32.48
2019-11-19 10:00:00 UTC,DJ_O,22.54,31.93,43.92,3135,-82,106.43,39.5,30.2
2019-11-19 11:00:00 UTC,DJ_O,26.41,34.47,40.49,3194,-81.41,104.41,41.38,32.1
2019-11-19 12:00:00 UTC,DJ_O,24.03,31.44,37.14,3254,-81.84,103.81,40.97,29.94
2019-11-19 13:00:00 UTC,DJ_O,19.29,24.48,28.34,3315,-82.77,101.73,42.43,24.21
2019-11-19 14:00:00 UTC,DJ_O,18.45,24.14,29,3374.14,-82.79,99.24,45.48,23.67
2019-11-19 15:00:00 UTC,DJ_O,19.79,25.62,29.42,3435,-83.17,95.23,53.17,24.73
2019-11-19 16:00:00 UTC,DJ_O,24.88,31.9,36.27,3499.41,-83.88,93.29,56.94,29.53
2019-11-19 17:00:00 UTC,DJ_O,24.26,31.23,35.87,3553.92,-84.29,91.96,59.88,29.45
2019-11-19 18:00:00 UTC,DJ_O,34.55,45.25,51.25,3614.67,-84.17,90.8,61.97,38.11
2019-11-19 19:00:00 UTC,DJ_O,31.87,41.35,46.56,3674,-83.22,90.85,62.41,36.02
2019-11-19 20:00:00 UTC,DJ_O,28.6,38.48,44.33,3734.95,-86.36,90.09,64.73,34.06
2019-11-19 21:00:00 UTC,DJ_O,35.96,49.42,57.38,3795.67,-85.78,90,64.85,40.34
2019-11-19 22:00:00 UTC,DJ_O,36.68,51.17,60.57,3854,-83.9,88.77,66.83,41.43
2019-11-19 23:00:00 UTC,DJ_O,28.75,39.49,45.94,3914.45,-85.86,87.62,69.38,35.29
2019-11-20 00:00:00 UTC,DJ_O,40.33,56.57,65.37,3974,-88.13,86.87,71.3,44.05
2019-11-20 01:00:00 UTC,DJ_O,46.19,64.73,74.21,4034,-88.03,86.33,72.23,47.18
2019-11-20 02:00:00 UTC,DJ_O,35.78,49.73,57.38,4094,-89,86.03,72,41.03
2019-11-20 03:00:00 UTC,DJ_O,43.77,61.13,70.82,4152.36,-87.86,86,72.57,45.86
2019-11-20 04:00:00 UTC,DJ_O,42.25,58.26,67,4214,-89,85.83,72.93,44.68
2019-11-20 05:00:00 UTC,DJ_O,45.47,61.51,69.26,4275.88,-85.19,85,73.58,46.05
2019-11-20 06:00:00 UTC,DJ_O,47.77,64.27,72.68,2879.42,-84.5,86.17,72.25,47.17
2019-11-20 07:00:00 UTC,DJ_O,35.53,47.69,54.94,50.75,-85.79,94.71,58.39,39.94
2019-11-20 08:00:00 UTC,DJ_O,29.68,41.2,51.21,111,-86.73,99.53,49.6,35.83
2019-11-20 09:00:00 UTC,DJ_O,23.75,35.73,52.66,169.43,-85.32,101.82,45.75,32.83
2019-11-20 10:00:00 UTC,DJ_O,23.71,35.71,52.71,231,-85.3,106.4,39.2,32.5
2019-11-20 11:00:00 UTC,DJ_O,20.51,28.35,36.76,291.46,-86.11,109.61,36.25,27.48
2019-11-20 12:00:00 UTC,DJ_O,24.59,37.59,57.07,349.79,-86.5,108.43,36.04,33.22
2019-11-20 13:00:00 UTC,DJ_O,26.84,36.81,45.46,409,-87.47,100.63,46.63,33.58
2019-11-20 14:00:00 UTC,DJ_O,27.49,37.31,44.77,469.73,-88.1,97.17,51,33.9
2019-11-20 15:00:00 UTC,DJ_O,28.47,38.3,45.91,530,-88.57,94.2,56,34.45
2019-11-20 16:00:00 UTC,DJ_O,28.91,38.54,46.18,591.22,-87.7,92.15,60,34.42
2019-11-20 17:00:00 UTC,DJ_O,27.17,35.91,41.61,649.14,-89.07,90.43,63.96,32.85
2019-11-20 18:00:00 UTC,DJ_O,23.31,30.87,35.08,712.47,-88.47,89.8,65.4,29.24
2019-11-20 19:00:00 UTC,DJ_O,26.83,35.52,40.9,381.64,-89.79,90.14,65.64,32.72
2019-11-20 20:00:00 UTC,DJ_O,22.53,29.76,34.53,61.55,-87.73,90,65.68,28.94
2019-11-20 21:00:00 UTC,DJ_O,22.91,30.32,35.13,118,-87.22,89.89,65.7,29.27
2019-11-20 22:00:00 UTC,DJ_O,33.12,44.27,50.51,177,-86.77,89.77,65.97,37.42
2019-11-20 23:00:00 UTC,DJ_O,23.48,32.07,36.81,237,-86.43,89.53,66.07,29.87
2019-11-21 00:00:00 UTC,DJ_O,21.16,28,32.43,296.83,-86.21,88.97,67.17,27.38
2019-11-21 01:00:00 UTC,DJ_O,18.23,24.18,27.85,357,-86.07,89.13,67.57,23.97
2019-11-21 02:00:00 UTC,DJ_O,37.07,47.72,52.89,417,-86.1,89.2,67.53,39.99
2019-11-21 03:00:00 UTC,DJ_O,23.45,32.11,37.15,477,-86.1,88,69.63,30.82
2019-11-21 04:00:00 UTC,DJ_O,21.7,29.63,34.23,537.4,-87,87.07,71.07,29.13
2019-11-21 05:00:00 UTC,DJ_O,50.33,67.35,76.1,598,-86.33,87.17,70.9,51.19
2019-11-21 06:00:00 UTC,DJ_O,54.05,78.13,91.5,657.71,-87.86,88.36,67.96,55.75
2019-11-21 07:00:00 UTC,DJ_O,36.64,50.38,58.37,718.14,-87.46,89.96,64.71,41.27
2019-11-21 08:00:00 UTC,DJ_O,33.23,45.78,52.86,777.93,-88.21,90.5,62.93,38.93
2019-11-21 09:00:00 UTC,DJ_O,19.26,26.71,31.59,838.75,-89.25,82.21,76.5,24.22
2019-11-21 10:00:00 UTC,DJ_O,18.69,26.87,31.71,902.8,-88.45,75.8,93,26.62
2019-11-21 11:00:00 UTC,DJ_O,19.89,28.21,32.94,959.33,-87.67,77.52,93.22,27.43
2019-11-21 12:00:00 UTC,DJ_O,21.9,30.64,36.04,1018,-88.1,78.83,93.37,29.84
2019-11-21 13:00:00 UTC,DJ_O,24.03,33.63,39.72,1076.3,-88,79.8,92.95,31.44
2019-11-21 14:00:00 UTC,DJ_O,49.36,67.34,78.98,237.13,-87.13,82.33,81.07,48.2
2019-11-21 15:00:00 UTC,DJ_O,36.38,49.1,57.2,63.65,-87.43,83.35,72.43,40.13
2019-11-21 16:00:00 UTC,DJ_O,30.34,41.23,47.44,121.46,-89.85,83.88,69.62,36.39
2019-11-21 17:00:00 UTC,DJ_O,41.4,55.04,62.15,182.32,-88.44,83.36,70.4,43.33
2019-11-21 18:00:00 UTC,DJ_O,64.97,87.03,97.52,247.58,-87.53,82.63,73.42,59.42
2019-11-21 19:00:00 UTC,DJ_O,54.89,73.39,81.45,301.46,-86.65,83,72.65,50.84
2019-11-21 20:00:00 UTC,DJ_O,58.39,77.45,86.51,361.78,-87.15,82.59,74.33,52.4
2019-11-21 21:00:00 UTC,DJ_O,55.83,74.48,83.04,431.14,-86.71,83.5,72.14,50.99
2019-11-21 22:00:00 UTC,DJ_O,51.79,69.57,77.89,483,-86.1,83.5,73.2,49.26
2019-11-21 23:00:00 UTC,DJ_O,46.78,63.72,71.82,543,-85.83,82.57,75.07,47.01
2019-11-22 00:00:00 UTC,DJ_O,36.5,49.87,56.3,603,-86.37,82.97,73.93,41.05
2019-11-22 01:00:00 UTC,DJ_O,25.89,35.45,40.14,663,-86.2,82.97,73.23,32.95
2019-11-22 02:00:00 UTC,DJ_O,26.08,35.07,39.15,723,-86.27,82.7,73.43,32.62
2019-11-22 03:00:00 UTC,DJ_O,25.21,33.53,37.55,783,-85.83,81.97,71.7,31.39
2019-11-22 04:00:00 UTC,DJ_O,28.18,37.08,41.3,843,-86.07,82.1,69.13,33.86
2019-11-22 05:00:00 UTC,DJ_O,35.12,46.27,51.63,902.41,-86.72,82,70.38,39.22
2019-11-22 06:00:00 UTC,DJ_O,36.66,48.77,54.62,963,-89.37,82.6,69.27,40.13
2019-11-22 07:00:00 UTC,DJ_O,29.63,40.01,45.48,1024.67,-87.83,89.04,60.71,35.71
2019-11-22 08:00:00 UTC,DJ_O,31.92,43.89,50.09,1083.14,-87.79,93.68,56.71,37.82
2019-11-22 09:00:00 UTC,DJ_O,22.73,29.39,33.09,1144.59,-86.24,99.06,48.82,28.49
2019-11-22 10:00:00 UTC,DJ_O,16.73,21.39,24.42,1206.64,-90.04,100.8,44.16,21.35
2019-11-22 11:00:00 UTC,DJ_O,16.88,21.71,24.51,1262.36,-88.91,100.55,44.5,21.6
2019-11-22 12:00:00 UTC,DJ_O,15.39,19.3,21.64,140.73,-89.27,100.27,44.55,19.2
2019-11-22 13:00:00 UTC,DJ_O,17.27,21.9,24.45,65,-88.5,99.23,46.57,21.69
2019-11-22 14:00:00 UTC,DJ_O,17.56,22.23,25.24,125,-87.73,98.3,48.37,22.17
2019-11-22 15:00:00 UTC,DJ_O,18.8,23.87,27.2,184.71,-88.57,95.57,52.46,23.61
2019-11-22 16:00:00 UTC,DJ_O,21.12,26.92,30.5,245,-87.67,93.17,57.03,26.19
2019-11-22 17:00:00 UTC,DJ_O,23.85,30.9,34.84,305,-87.1,91.43,60.83,29.61
2019-11-22 18:00:00 UTC,DJ_O,23.46,30.2,33.85,363.14,-88.5,90.18,64.11,29.15
2019-11-22 19:00:00 UTC,DJ_O,21.3,27.05,30.4,426.38,-87.19,90,64.62,26.8
2019-11-22 20:00:00 UTC,DJ_O,23.04,29.55,33.26,483,-87.13,89.57,65.87,28.93
2019-11-22 21:00:00 UTC,DJ_O,25.61,33.57,37.96,543,-87.3,87.6,70.6,31.82
2019-11-22 22:00:00 UTC,DJ_O,31.64,41.26,46.37,603.83,-86.66,87,71.31,36.43
2019-11-22 23:00:00 UTC,DJ_O,54.74,76.12,88.64,663.57,-86.97,86.63,72.47,52.95
2019-11-23 00:00:00 UTC,DJ_O,48.41,65.36,73.35,724,-86.4,87,71.67,47.6
2019-11-23 01:00:00 UTC,DJ_O,58.39,79.27,89.01,784,-86.9,86.17,72.5,55.02
2019-11-23 02:00:00 UTC,DJ_O,44.44,60.32,67.59,844,-86.57,85.07,73.87,45.62
2019-11-23 03:00:00 UTC,DJ_O,67.22,90.91,101.12,904,-86.5,84.93,74.63,60.87
2019-11-23 04:00:00 UTC,DJ_O,59.77,82.15,92.51,964,-86.63,84.87,74.6,54.76
2019-11-23 05:00:00 UTC,DJ_O,63.85,86.96,97.17,1024,-86.63,84.47,74.6,57.34
2019-11-23 06:00:00 UTC,DJ_O,65.03,86.66,96.08,1080.77,-89.42,85.96,73.08,57.21
2019-11-23 07:00:00 UTC,DJ_O,53.87,71.41,79.3,1148.3,-88.85,93.35,61.2,50.01
2019-11-23 08:00:00 UTC,DJ_O,37.08,48.07,53.98,1211.71,-89.18,96.53,54.53,39.83
2019-11-23 09:00:00 UTC,DJ_O,34.33,45.53,50.93,1265.38,-87.5,98.42,50.62,38.08
2019-11-23 10:00:00 UTC,DJ_O,34.23,46.27,52.08,1324,-90.33,98.9,49.57,38.89
2019-11-23 11:00:00 UTC,DJ_O,26.02,34.91,39.74,1384,-91.83,101.93,44.77,32.48
2019-11-23 12:00:00 UTC,DJ_O,23.32,30.83,34.86,1444,-89.47,102.27,44.43,29.02
2019-11-23 13:00:00 UTC,DJ_O,16.64,20.95,23.6,1504,-87.7,99.6,47.1,20.86
2019-11-23 14:00:00 UTC,DJ_O,15.44,19.49,22.2,1564,-87.93,98.6,48.23,19.38
2019-11-23 15:00:00 UTC,DJ_O,18.27,23.2,26.26,1624,-89.13,94.97,54.07,22.79
2019-11-23 16:00:00 UTC,DJ_O,16.47,20.79,23.09,1684,-87.23,92.47,58,20.64
2019-11-23 17:00:00 UTC,DJ_O,20.04,24.82,27.44,1744,-88,91.3,60.5,23.95
2019-11-23 18:00:00 UTC,DJ_O,23.58,30.37,33.88,1801.4,-86.8,90.52,62.4,28.86
